TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day	Motif	width	IC	max_score	NCcutoffScore	ICperNT
T010820_2.00	F024_2.00	TS12_2.00	M08701_2.00	MS27_2.00	ENSG00000008196	TFAP2B	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	AP2B_HUMAN.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08701_2.00	10	  6.814	10.007	4.797	0.68

T010822_2.00	F024_2.00	TS12_2.00	M02756_2.00	MS33_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02756_2.00	12	  7.127	11.356	5.008	0.59

T010822_2.00	F024_2.00	TS12_2.00	M02757_2.00	MS33_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02757_2.00	11	  7.686	10.894	5.568	0.70

T010822_2.00	F024_2.00	TS12_2.00	M02758_2.00	MS33_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02758_2.00	13	  9.655	13.234	7.768	0.74

T010822_2.00	F024_2.00	TS12_2.00	M02759_2.00	MS33_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_4	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02759_2.00	12	  6.114	10.869	3.942	0.51

T010822_2.00	F024_2.00	TS12_2.00	M02760_2.00	MS33_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_5	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02760_2.00	13	  9.525	13.131	7.816	0.73

T010822_2.00	F024_2.00	TS12_2.00	M02761_2.00	MS33_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_6	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02761_2.00	11	  6.372	10.409	4.261	0.58

T010822_2.00	F024_2.00	TS12_2.00	M04048_2.00	MS62_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04048_2.00	11	  3.913	7.209	1.795	0.36

T010822_2.00	F024_2.00	TS12_2.00	M04049_2.00	MS62_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2C_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04049_2.00	11	  5.142	8.196	3.304	0.47

T010822_2.00	F024_2.00	TS12_2.00	M07783_2.00	MS18_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	HeLa-S3_AP2GAMMA_UCD	ChIP-seq	ENCODE	ChIP-seq	Gerstein	2012	22955619	January 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M07783_2.00	15	  8.346	12.936	6.305	0.56

T010822_2.00	F024_2.00	TS12_2.00	M08702_2.00	MS27_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	AP2C_HUMAN.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08702_2.00	14	  8.828	12.963	6.752	0.63

T010822_2.00	F024_2.00	TS12_2.00	M09451_2.00	MS28_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	MCF7-TFAP2C_GSE21234	Misc	HOMER	Misc	Heinz	2010	20513432	January 2016	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09451_2.00	12	  8.244	11.256	6.306	0.69

T010822_2.00	F024_2.00	TS12_2.00	M09751_2.00	MS59_2.00	ENSG00000087510	TFAP2C	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	V$AP2GAMMA_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09751_2.00	9	  5.715	8.256	3.863	0.64

T010823_2.00	F024_2.00	TS12_2.00	M04050_2.00	MS62_2.00	ENSG00000116819	TFAP2E	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2E_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04050_2.00	11	  7.982	10.310	6.408	0.73

T010823_2.00	F024_2.00	TS12_2.00	M04051_2.00	MS62_2.00	ENSG00000116819	TFAP2E	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2E_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04051_2.00	12	  7.333	11.260	5.283	0.61

T010823_2.00	F024_2.00	TS12_2.00	M04052_2.00	MS62_2.00	ENSG00000116819	TFAP2E	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2E_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04052_2.00	11	  8.610	10.889	7.198	0.78

T010823_2.00	F024_2.00	TS12_2.00	M04053_2.00	MS62_2.00	ENSG00000116819	TFAP2E	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2E_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04053_2.00	12	  7.808	11.389	5.784	0.65

T010824_2.00	F024_2.00	TS12_2.00	M02762_2.00	MS33_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02762_2.00	12	  7.247	11.054	5.166	0.60

T010824_2.00	F024_2.00	TS12_2.00	M02763_2.00	MS33_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02763_2.00	11	  7.442	10.834	5.373	0.68

T010824_2.00	F024_2.00	TS12_2.00	M02764_2.00	MS33_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02764_2.00	13	  7.946	11.496	6.256	0.61

T010824_2.00	F024_2.00	TS12_2.00	M02765_2.00	MS33_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_4	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02765_2.00	11	  8.192	11.166	6.103	0.74

T010824_2.00	F024_2.00	TS12_2.00	M02766_2.00	MS33_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_5	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02766_2.00	12	  7.586	11.500	5.491	0.63

T010824_2.00	F024_2.00	TS12_2.00	M02767_2.00	MS33_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_6	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02767_2.00	13	  9.423	13.198	7.523	0.72

T010824_2.00	F024_2.00	TS12_2.00	M04054_2.00	MS62_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04054_2.00	11	  8.125	10.447	6.581	0.74

T010824_2.00	F024_2.00	TS12_2.00	M04055_2.00	MS62_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	TFAP2A_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04055_2.00	11	  8.078	10.777	6.167	0.73

T010824_2.00	F024_2.00	TS12_2.00	M07784_2.00	MS18_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	HeLa-S3_AP2ALPHA_UCD	ChIP-seq	ENCODE	ChIP-seq	Gerstein	2012	22955619	January 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M07784_2.00	15	  8.430	12.766	6.365	0.56

T010824_2.00	F024_2.00	TS12_2.00	M08703_2.00	MS27_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	AP2A_HUMAN.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08703_2.00	15	  8.494	13.379	6.453	0.57

T010824_2.00	F024_2.00	TS12_2.00	M09755_2.00	MS59_2.00	ENSG00000137203	TFAP2A	Homo_sapiens	D	AP-2	TF_AP-2	1	0.7	V$AP2ALPHA_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09755_2.00	9	  5.234	7.474	3.538	0.58

T014544_2.00	F028_2.00	TS12_2.00	M08707_2.00	MS27_2.00	ENSG00000150347	ARID5B	Homo_sapiens	D	ARID/BRIGHT	ARID	1	0.42223096627141105	ARI5B_HUMAN.H11MO.0.C	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08707_2.00	13	  6.239	10.740	4.244	0.48

T014544_2.00	F028_2.00	TS12_2.00	M09767_2.00	MS59_2.00	ENSG00000150347	ARID5B	Homo_sapiens	D	ARID/BRIGHT	ARID	1	0.42223096627141105	V$MRF2_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09767_2.00	14	  8.757	13.748	6.801	0.63

T025994_2.00	F077_2.00	TS12_2.00	M02771_2.00	MS33_2.00	ENSG00000214717	ZBED1	Homo_sapiens	D	BED ZF	zf-BED	1	0.7	ZBED1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02771_2.00	13	 12.887	15.655	11.000	0.99

T025994_2.00	F077_2.00	TS12_2.00	M04056_2.00	MS62_2.00	ENSG00000214717	ZBED1	Homo_sapiens	D	BED ZF	zf-BED	1	0.7	ZBED1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04056_2.00	12	 12.609	14.246	10.521	1.05

T025994_2.00	F077_2.00	TS12_2.00	M04057_2.00	MS62_2.00	ENSG00000214717	ZBED1	Homo_sapiens	D	BED ZF	zf-BED	1	0.7	ZBED1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04057_2.00	12	  9.777	13.159	7.626	0.81

T034243_2.00	F082_2.00	TS12_2.00	M02772_2.00	MS33_2.00	ENSG00000009950	MLXIPL	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	MLXIPL_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02772_2.00	10	  8.523	11.243	6.544	0.85

T034247_2.00	F082_2.00	TS12_2.00	M02773_2.00	MS33_2.00	ENSG00000068323	TFE3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFE3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02773_2.00	10	  6.380	9.992	4.363	0.64

T034247_2.00	F082_2.00	TS12_2.00	M04058_2.00	MS62_2.00	ENSG00000068323	TFE3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFE3_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04058_2.00	11	  9.542	11.815	7.812	0.87

T034247_2.00	F082_2.00	TS12_2.00	M04059_2.00	MS62_2.00	ENSG00000068323	TFE3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFE3_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04059_2.00	11	  9.939	11.475	8.438	0.90

T034247_2.00	F082_2.00	TS12_2.00	M08709_2.00	MS27_2.00	ENSG00000068323	TFE3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFE3_HUMAN.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08709_2.00	10	  9.017	12.091	6.742	0.90

T034248_2.00	F082_2.00	TS12_2.00	M04060_2.00	MS62_2.00	ENSG00000069812	HES2	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	HES2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04060_2.00	10	  8.252	11.234	6.288	0.83

T034248_2.00	F082_2.00	TS12_2.00	M04061_2.00	MS62_2.00	ENSG00000069812	HES2	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	HES2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04061_2.00	10	  2.473	5.467	0.731	0.25

T034249_2.00	F082_2.00	TS12_2.00	M02774_2.00	MS33_2.00	ENSG00000070444	MNT	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	MNT_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02774_2.00	10	  7.483	9.671	5.082	0.75

T034250_2.00	F082_2.00	TS12_2.00	M02775_2.00	MS33_2.00	ENSG00000071564	TCF3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TCF3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02775_2.00	10	  7.682	9.516	5.833	0.77

T034250_2.00	F082_2.00	TS12_2.00	M08710_2.00	MS27_2.00	ENSG00000071564	TCF3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFE2_HUMAN.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08710_2.00	11	  8.072	11.238	6.058	0.73

T034250_2.00	F082_2.00	TS12_2.00	M09794_2.00	MS59_2.00	ENSG00000071564	TCF3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	V$E47_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09794_2.00	15	 10.067	13.484	8.409	0.67

T034250_2.00	F082_2.00	TS12_2.00	M09795_2.00	MS59_2.00	ENSG00000071564	TCF3	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	V$E47_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09795_2.00	16	  9.169	13.708	7.217	0.57

T034251_2.00	F082_2.00	TS12_2.00	M04062_2.00	MS62_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	SREBF1_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04062_2.00	10	  4.595	9.013	2.468	0.46

T034251_2.00	F082_2.00	TS12_2.00	M04063_2.00	MS62_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	SREBF1_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04063_2.00	10	  5.273	9.241	3.230	0.53

T034251_2.00	F082_2.00	TS12_2.00	M04064_2.00	MS62_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	SREBF1_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04064_2.00	10	  7.756	10.990	5.594	0.78

T034251_2.00	F082_2.00	TS12_2.00	M04065_2.00	MS62_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	SREBF1_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04065_2.00	10	  9.789	12.311	7.878	0.98

T034251_2.00	F082_2.00	TS12_2.00	M08048_2.00	MS31_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	MA0595.1	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08048_2.00	10	  9.041	11.199	7.380	0.90

T034251_2.00	F082_2.00	TS12_2.00	M08711_2.00	MS27_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	SRBP1_HUMAN.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M08711_2.00	11	  6.182	9.910	4.029	0.56

T034251_2.00	F082_2.00	TS12_2.00	M09797_2.00	MS59_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	V$SREBP1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09797_2.00	11	  9.532	12.265	7.604	0.87

T034251_2.00	F082_2.00	TS12_2.00	M09798_2.00	MS59_2.00	ENSG00000072310	SREBF1	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	V$SREBP1_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M09798_2.00	11	 13.129	13.985	12.876	1.19

T034253_2.00	F082_2.00	TS12_2.00	M02776_2.00	MS33_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02776_2.00	10	  9.355	11.792	7.475	0.94

T034253_2.00	F082_2.00	TS12_2.00	M02777_2.00	MS33_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M02777_2.00	10	  9.537	11.756	7.695	0.95

T034253_2.00	F082_2.00	TS12_2.00	M04066_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04066_2.00	10	  6.541	9.498	4.715	0.65

T034253_2.00	F082_2.00	TS12_2.00	M04067_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04067_2.00	10	  8.427	10.879	6.477	0.84

T034253_2.00	F082_2.00	TS12_2.00	M04068_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04068_2.00	10	  6.349	9.542	4.371	0.63

T034253_2.00	F082_2.00	TS12_2.00	M04069_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04069_2.00	10	  9.402	11.812	7.531	0.94

T034253_2.00	F082_2.00	TS12_2.00	M04070_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04070_2.00	10	  6.985	9.722	5.218	0.70

T034253_2.00	F082_2.00	TS12_2.00	M04071_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04071_2.00	10	  7.933	10.116	5.858	0.79

T034253_2.00	F082_2.00	TS12_2.00	M04072_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04072_2.00	10	  6.383	9.265	4.492	0.64

T034253_2.00	F082_2.00	TS12_2.00	M04073_2.00	MS62_2.00	ENSG00000090447	TFAP4	Homo_sapiens	D	bHLH	HLH	1	0.837833807768996	TFAP4_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8	M04073_2.00	10	  8.743	11.006	6.848	0.87

